Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
0.429	187.115	0.429	181.52	0.429	5.59512	0.429	5.59512	0.429	5.68705	0.429	9.09962	0.429	0.249023	0.429	4.14272	0.429	3.0685	0.429	1.07422	0.429	1.07422	0.429	1.15223	0.429	1.33038	0.429	0.0714111	0.429	-0.0307617	0.429	-0.0187988	0.429	8.62885	0.429	0	0.429	0		
0.432	187.565	0.432	181.977	0.432	5.58797	0.432	5.58797	0.432	5.68705	0.432	9.0426	0.432	0.276489	0.432	4.17273	0.432	3.09893	0.432	1.07381	0.432	1.07381	0.432	1.14719	0.432	1.31613	0.432	0.0750732	0.432	-0.00427246	0.432	0.000244141	0.432	8.69751	0.432	0	0.432	0		
0.435	188.015	0.435	182.433	0.435	5.58224	0.435	5.58224	0.435	5.67698	0.435	9.08536	0.435	0.197754	0.435	4.20275	0.435	3.12935	0.435	1.0734	0.435	1.0734	0.435	1.15223	0.435	1.30187	0.435	0.0732422	0.435	0.0146484	0.435	-0.0183105	0.435	8.43811	0.435	0	0.435	0		
0.438	188.465	0.438	182.888	0.438	5.57722	0.438	5.57722	0.438	5.6669	0.438	8.97132	0.438	0.234375	0.438	4.23276	0.438	3.15943	0.438	1.07332	0.438	1.07332	0.438	1.15223	0.438	1.31613	0.438	0.0750732	0.438	0.00183105	0.438	-0.0158691	0.438	8.78906	0.438	0	0.438	0		
0.441	188.915	0.441	183.341	0.441	5.57431	0.441	5.57431	0.441	5.66186	0.441	8.95706	0.441	0.283814	0.441	4.26277	0.441	3.18952	0.441	1.07325	0.441	1.07325	0.441	1.14719	0.441	1.30187	0.441	0.0769043	0.441	-0.0268555	0.441	-0.0109863	0.441	8.78906	0.441	0	0.441	0		
0.444	189.365	0.444	183.801	0.444	5.56363	0.444	5.56363	0.444	5.66186	0.444	9.05685	0.444	0.205078	0.444	4.29278	0.444	3.2196	0.444	1.07318	0.444	1.07318	0.444	1.15727	0.444	1.30187	0.444	0.0769043	0.444	0.00366211	0.444	0.0247803	0.444	8.75092	0.444	0	0.444	0		
0.447	189.815	0.447	184.25	0.447	5.56497	0.447	5.56497	0.447	5.65178	0.447	9.02834	0.447	0.217896	0.447	4.3228	0.447	3.249	0.447	1.0738	0.447	1.0738	0.447	1.14719	0.447	1.34464	0.447	0.067749	0.447	0.00378418	0.447	-0.00219727	0.447	8.8501	0.447	0	0.447	0		
0.45	190.265	0.45	184.71	0.45	5.555	0.45	5.555	0.45	5.65682	0.45	8.97132	0.45	0.236206	0.45	4.35281	0.45	3.27874	0.45	1.07407	0.45	1.07407	0.45	1.15223	0.45	1.34464	0.45	0.065918	0.45	-0.0690918	0.45	-0.03479	0.45	8.83484	0.45	0	0.45	0		
0.453	190.715	0.453	185.163	0.453	5.55209	0.453	5.55209	0.453	5.64674	0.453	8.94281	0.453	0.192261	0.453	4.38282	0.453	3.30814	0.453	1.07468	0.453	1.07468	0.453	1.14719	0.453	1.30187	0.453	0.0787354	0.453	-0.0440674	0.453	-0.03479	0.453	8.58307	0.453	0	0.453	0		
0.456	191.165	0.456	185.619	0.456	5.54565	0.456	5.54565	0.456	5.63667	0.456	8.98558	0.456	0.197754	0.456	4.41283	0.456	3.33822	0.456	1.07461	0.456	1.07461	0.456	1.15727	0.456	1.31613	0.456	0.0769043	0.456	0.000976562	0.456	0.00317383	0.456	8.60596	0.456	0	0.456	0		
0.459	191.615	0.459	186.076	0.459	5.53851	0.459	5.53851	0.459	5.63667	0.459	8.95706	0.459	0.236206	0.459	4.44285	0.459	3.36797	0.459	1.07488	0.459	1.07488	0.459	1.14719	0.459	1.30187	0.459	0.0769043	0.459	-0.038208	0.459	-0.00805664	0.459	8.85773	0.459	0	0.459	0		
0.462	192.065	0.462	186.53	0.462	5.5349	0.462	5.5349	0.462	5.62155	0.462	8.9143	0.462	0.194092	0.462	4.47286	0.462	3.39805	0.462	1.07481	0.462	1.07481	0.462	1.15727	0.462	1.28762	0.462	0.0805664	0.462	0.00354004	0.462	-0.0185547	0.462	8.68225	0.462	0	0.462	0		
0.465	192.515	0.465	186.987	0.465	5.52846	0.465	5.52846	0.465	5.62155	0.465	8.92855	0.465	0.192261	0.465	4.50287	0.465	3.42882	0.465	1.07405	0.465	1.07405	0.465	1.14719	0.465	1.33038	0.465	0.0769043	0.465	-0.0549316	0.465	-0.00561523	0.465	8.61359	0.465	0	0.465	0		
0.468	192.965	0.468	187.443	0.468	5.52202	0.468	5.52202	0.468	5.61147	0.468	9.02834	0.468	0.22522	0.468	4.53288	0.468	3.4589	0.468	1.07398	0.468	1.07398	0.468	1.14719	0.468	1.34464	0.468	0.067749	0.468	-0.0510254	0.468	-0.0380859	0.468	8.8501	0.468	0	0.468	0		
0.471	193.415	0.471	187.892	0.471	5.52335	0.471	5.52335	0.471	5.61147	0.471	8.99983	0.471	0.223389	0.471	4.5629	0.471	3.48864	0.471	1.07425	0.471	1.07425	0.471	1.14215	0.471	1.30187	0.471	0.0750732	0.471	0.010376	0.471	0.00891113	0.471	8.65173	0.471	0	0.471	0		
0.474	193.865	0.474	188.345	0.474	5.52045	0.474	5.52045	0.474	5.61147	0.474	8.90004	0.474	0.212402	0.474	4.59291	0.474	3.51872	0.474	1.07418	0.474	1.07418	0.474	1.14215	0.474	1.30187	0.474	0.0823975	0.474	0.0512695	0.474	-0.00695801	0.474	8.5907	0.474	0	0.474	0		
0.477	194.315	0.477	188.791	0.477	5.5239	0.477	5.5239	0.477	5.61651	0.477	8.90004	0.477	0.241699	0.477	4.62292	0.477	3.54812	0.477	1.0748	0.477	1.0748	0.477	1.14719	0.477	1.25911	0.477	0.0787354	0.477	0.0432129	0.477	-0.0020752	0.477	8.52203	0.477	0	0.477	0		
0.48	194.765	0.48	189.242	0.48	5.52312	0.48	5.52312	0.48	5.61147	0.48	8.97132	0.48	0.265503	0.48	4.65293	0.48	3.57821	0.48	1.07473	0.48	1.07473	0.48	1.15223	0.48	1.27336	0.48	0.0787354	0.48	-0.0322266	0.48	-0.00842285	0.48	8.7738	0.48	0	0.48	0		
0.483	195.215	0.483	189.693	0.483	5.52162	0.483	5.52162	0.483	5.61147	0.483	8.94281	0.483	0.192261	0.483	4.68295	0.483	3.60727	0.483	1.07568	0.483	1.07568	0.483	1.15223	0.483	1.31613	0.483	0.0750732	0.483	-0.0218506	0.483	0.0296631	0.483	8.65173	0.483	0	0.483	0		
0.486	195.665	0.486	190.143	0.486	5.52154	0.486	5.52154	0.486	5.60643	0.486	8.98558	0.486	0.219727	0.486	4.71296	0.486	3.63598	0.486	1.07698	0.486	1.07698	0.486	1.15223	0.486	1.25911	0.486	0.0805664	0.486	-0.0524902	0.486	-0.0493164	0.486	8.92639	0.486	0	0.486	0		
0.489	196.115	0.489	190.594	0.489	5.52147	0.489	5.52147	0.489	5.61147	0.489	8.92855	0.489	0.267334	0.489	4.74297	0.489	3.66504	0.489	1.07793	0.489	1.07793	0.489	1.15223	0.489	1.30187	0.489	0.0750732	0.489	-0.0356445	0.489	-0.00854492	0.489	8.63647	0.489	0	0.489	0		
0.492	196.565	0.492	191.05	0.492	5.51503	0.492	5.51503	0.492	5.61147	0.492	8.9143	0.492	0.199585	0.492	4.77298	0.492	3.69444	0.492	1.07854	0.492	1.07854	0.492	1.15727	0.492	1.27336	0.492	0.0787354	0.492	0.0357666	0.492	-0.019043	0.492	8.7204	0.492	0	0.492	0		
0.495	197.015	0.495	191.497	0.495	5.51848	0.495	5.51848	0.495	5.6014	0.495	8.88579	0.495	0.216064	0.495	4.80299	0.495	3.72315	0.495	1.07984	0.495	1.07984	0.495	1.14719	0.495	1.25911	0.495	0.0805664	0.495	0.0136719	0.495	-0.0203857	0.495	8.5907	0.495	0	0.495	0		
0.498	197.465	0.498	191.947	0.498	5.51769	0.498	5.51769	0.498	5.60643	0.498	8.98558	0.498	0.221558	0.498	4.83301	0.498	3.75255	0.498	1.08045	0.498	1.08045	0.498	1.15223	0.498	1.30187	0.498	0.0787354	0.498	-0.0427246	0.498	-0.0057373	0.498	8.61359	0.498	0	0.498	0		
